   Id       ,	yymmdd_in,     yymmdd_out,       decy_in ,       decy_out,      hhmm_in,       hhmm_out,         Lat_in,          Lat_out,      Long_in,         Long_out,      QF,     dep1,   pres ,     temp,        salt   ,           lt1,    lt2,  lt3  ,  dark ,	t0    ,  pp   , 
  1006208302	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	 20.0	-999.0	-999.000	  36.511	   5.47	   4.91	   3.70	   0.40	   0.29	   4.29
  1006208303	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	 40.0	-999.0	-999.000	  36.518	   3.73	   4.53	   4.62	   0.47	   0.19	   3.82
  1006208304	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	 60.0	-999.0	-999.000	  36.616	   3.43	   3.67	   3.52	   0.35	   0.00	   3.19
  1006208305	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	 80.0	-999.0	-999.000	  36.633	   2.34	   2.43	   2.11	   0.22	   0.66	   2.07
  1006208306	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	100.0	-999.0	-999.000	  36.624	   1.38	   1.45	   1.13	   0.22	   0.26	   1.10
  1006208307	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	120.0	-999.0	-999.000	  36.594	   0.83	   0.72	   0.57	   0.25	   0.48	   0.46
  1006208308	  19931109	  19931109	  1993.858	  -999.000	    -999	    -999	  31.735	  -999.000	  64.239	  -999.000	  2	140.0	-999.0	-999.000	  36.583	   0.44	   0.38	   0.21	   0.17	   0.22	   0.17
  1006308201	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	  1.0	-999.0	-999.000	  36.498	   4.94	   5.26	   4.45	   0.36	   0.44	   4.52
  1006308202	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	 20.0	-999.0	-999.000	  36.497	   4.41	   3.99	   5.31	   0.34	   0.42	   4.23
  1006308203	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	 40.0	-999.0	-999.000	  36.498	   3.87	-999.00	   3.03	   0.45	   0.50	   3.00
  1006308204	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	 60.0	-999.0	-999.000	  36.611	   3.79	   3.92	   3.78	   0.35	   0.42	   3.48
  1006308205	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	 80.0	-999.0	-999.000	  36.628	   1.43	   1.98	-999.00	   0.28	   0.61	   1.43
  1006308206	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	100.0	-999.0	-999.000	  36.622	   0.75	   0.93	   1.02	   0.46	   0.48	   0.44
  1006308207	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	120.0	-999.0	-999.000	  36.616	   0.51	   0.44	   0.44	   0.23	   0.47	   0.23
  1006308208	  19931207	  19931207	  1993.935	  -999.000	    -999	    -999	  31.853	  -999.000	  64.185	  -999.000	  2	140.0	-999.0	-999.000	  36.715	   0.28	   0.33	   0.30	   0.26	   0.41	   0.04
  1006408201	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	  1.0	-999.0	-999.000	  36.572	   0.75	   1.48	   0.92	   0.17	   0.22	   0.88
  1006408202	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	 20.0	-999.0	-999.000	  36.572	   3.45	   3.93	   3.60	   0.21	   0.19	   3.45
  1006408203	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	 40.0	-999.0	-999.000	  36.590	   0.75	   1.15	   0.91	   0.23	   0.18	   0.71
  1006408204	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	 60.0	-999.0	-999.000	  36.571	   1.67	   1.51	   1.71	   0.20	   0.27	   1.43
  1006408205	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	 80.0	-999.0	-999.000	  36.571	   1.09	   0.80	   0.70	   0.17	   0.37	   0.69
  1006408206	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	100.0	-999.0	-999.000	  36.571	   0.44	   0.35	   0.72	   0.24	   0.29	   0.26
  1006408207	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	120.0	-999.0	-999.000	  36.554	   0.37	   0.37	   0.38	   0.14	   0.28	   0.23
  1006408208	  19940112	  19940112	  1994.033	  -999.000	    -999	    -999	  31.749	  -999.000	  64.168	  -999.000	  2	140.0	-999.0	-999.000	  36.574	   0.20	   0.27	   0.23	   0.19	   0.31	   0.04
  1006508201	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	  1.0	-999.0	-999.000	  36.621	   5.81	   5.82	   5.94	   0.33	   0.27	   5.53
  1006508202	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	 20.0	-999.0	-999.000	  36.619	   5.05	   5.59	   6.83	   0.31	   0.42	   5.51
  1006508203	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	 40.0	-999.0	-999.000	  36.624	   4.83	   5.92	   4.36	   0.33	   0.27	   4.71
  1006508204	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	 60.0	-999.0	-999.000	  36.604	   3.52	   3.79	   3.34	   0.28	   0.37	   3.27
  1006508205	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	 80.0	-999.0	-999.000	  36.565	   1.36	   1.76	   0.92	   0.23	   0.31	   1.12
  1006508206	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	100.0	-999.0	-999.000	  36.559	   0.57	   0.66	   0.57	   0.21	   0.22	   0.39
  1006508207	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	120.0	-999.0	-999.000	  36.562	   0.30	   0.28	   0.29	   0.19	   0.26	   0.10
  1006508208	  19940218	  19940218	  1994.135	  -999.000	    -999	    -999	  31.810	  -999.000	  64.518	  -999.000	  2	140.0	-999.0	-999.000	  36.568	   0.20	   0.20	   0.21	   0.15	   0.33	   0.05
  2006508201	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	  1.0	-999.0	-999.000	  36.558	  15.47	  11.81	  11.01	   0.40	   0.34	  12.36
  2006508202	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	 20.0	-999.0	-999.000	  36.536	   3.79	   4.37	   6.21	   0.36	   0.25	   4.43
  2006508203	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	 40.0	-999.0	-999.000	  36.537	   5.45	   6.02	   5.92	   0.35	   0.27	   5.45
  2006508204	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	 60.0	-999.0	-999.000	  36.541	   2.66	   2.57	   3.14	   0.30	   0.23	   2.49
  2006508205	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	 80.0	-999.0	-999.000	  36.557	   0.72	   0.76	   0.55	   0.34	   0.25	   0.34
  2006508206	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	100.0	-999.0	-999.000	  36.567	   0.34	   0.35	   0.39	   0.26	   0.21	   0.10
  2006508207	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	120.0	-999.0	-999.000	  36.576	   0.32	   0.26	   0.26	   0.21	   0.20	   0.07
  2006508208	  19940227	  19940227	  1994.159	  -999.000	    -999	    -999	  31.750	  -999.000	  64.168	  -999.000	  2	140.0	-999.0	-999.000	  36.564	   0.22	   0.28	   0.28	   0.20	   0.25	   0.06
  1006608101	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	  1.0	-999.0	-999.000	  36.559	  11.84	  11.63	-999.00	   0.33	   0.65	  11.40
  1006608102	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	 20.0	-999.0	-999.000	  36.569	   5.53	-999.00	-999.00	   0.31	   0.11	   5.22
  1006608103	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	 40.0	-999.0	-999.000	  36.614	   7.82	   7.71	   5.75	   0.23	   0.18	   6.86
  1006608104	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	 60.0	-999.0	-999.000	  36.616	   3.39	   3.02	   2.39	   0.25	   0.50	   2.68
  1006608105	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	 80.0	-999.0	-999.000	  36.614	   1.20	   1.10	   1.05	   0.29	   0.65	   0.83
  1006608106	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	100.0	-999.0	-999.000	  36.598	   0.44	   0.39	   0.40	   0.22	   0.67	   0.19
  1006608107	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	120.0	-999.0	-999.000	  36.614	   0.31	   0.27	   0.26	   0.23	   0.61	   0.05
  1006608108	  19940315	  19940315	  1994.203	  -999.000	    -999	    -999	  31.708	  -999.000	  64.276	  -999.000	  2	140.0	-999.0	-999.000	  36.574	   0.27	   0.22	   0.24	   0.18	   0.20	   0.06
  2006608101	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	  1.0	-999.0	-999.000	  36.627	   3.09	-999.00	   5.34	   0.33	   0.36	   3.88
  2006608102	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	 20.0	-999.0	-999.000	  36.612	   2.96	   3.78	   6.54	   0.34	   0.24	   4.09
  2006608103	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	 40.0	-999.0	-999.000	  36.626	   6.03	   5.62	   6.48	   0.43	   0.21	   5.61
  2006608104	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	 60.0	-999.0	-999.000	  36.635	   4.41	   4.56	   5.73	   0.57	   0.37	   4.33
  2006608105	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	 80.0	-999.0	-999.000	  36.592	   3.39	   3.66	   3.25	   0.38	   0.61	   3.05
  2006608106	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	100.0	-999.0	-999.000	  36.599	   1.81	   1.49	   1.83	   0.38	   1.19	   1.33
  2006608107	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	120.0	-999.0	-999.000	  36.601	   0.71	   0.82	   0.87	   0.32	   0.83	   0.48
  2006608108	  19940406	  19940406	  1994.263	  -999.000	    -999	    -999	  31.701	  -999.000	  64.012	  -999.000	  2	140.0	-999.0	-999.000	  36.596	   0.28	   0.30	   0.65	   0.23	   0.27	   0.18
  1006708201	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	  1.0	-999.0	-999.000	  36.774	   1.70	   1.72	   2.12	   0.25	   0.27	   1.60
  1006708202	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	 20.0	-999.0	-999.000	  36.773	   3.21	   2.42	   2.48	   0.25	   0.32	   2.45
  1006708203	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	 40.0	-999.0	-999.000	  36.728	   3.34	   2.95	   2.64	   0.26	   0.20	   2.72
  1006708204	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	 60.0	-999.0	-999.000	  36.718	   3.79	   2.66	   3.11	   0.28	   0.26	   2.91
  1006708205	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	 80.0	-999.0	-999.000	  36.685	   2.56	   1.52	   1.72	   0.28	   0.38	   1.65
  1006708206	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	100.0	-999.0	-999.000	  36.658	   3.73	   2.73	   2.99	   0.23	   0.42	   2.92
  1006708207	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	120.0	-999.0	-999.000	  36.617	   1.12	   1.04	   1.45	   0.20	   0.30	   1.00
  1006708208	  19940419	  19940419	  1994.299	  -999.000	    -999	    -999	  31.764	  -999.000	  64.107	  -999.000	  2	140.0	-999.0	-999.000	  36.616	   0.39	   0.50	   0.40	   0.25	   0.18	   0.18
  2006708101	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	  1.0	-999.0	-999.000	  36.667	   4.98	   7.79	   5.92	   0.66	   1.34	   5.57
  2006708102	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	 20.0	-999.0	-999.000	  36.616	   3.75	   3.52	   4.13	   1.01	   0.55	   2.79
  2006708103	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	 40.0	-999.0	-999.000	  36.600	   4.59	   5.52	   4.31	   0.78	   0.89	   4.03
  2006708104	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	 60.0	-999.0	-999.000	  36.599	   9.28	   7.56	   6.60	   0.60	   3.24	   7.21
  2006708105	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	 80.0	-999.0	-999.000	  36.591	   4.13	   4.23	   5.26	   0.47	   0.64	   4.07
  2006708106	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	100.0	-999.0	-999.000	  36.600	   0.69	   0.67	   0.78	   0.46	   0.92	   0.25
  2006708107	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	120.0	-999.0	-999.000	  36.590	   0.42	   0.42	   0.53	   0.37	   0.93	   0.09
  2006708108	  19940503	  19940503	  1994.337	  -999.000	    -999	    -999	  31.760	  -999.000	  64.154	  -999.000	  2	140.0	-999.0	-999.000	  36.603	   0.32	   0.33	   0.39	   0.34	   0.58	   0.01
  1006808501	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	  1.0	-999.0	-999.000	  36.592	   3.93	   4.54	   3.21	   0.30	   0.97	   3.59
  1006808502	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	 20.0	-999.0	-999.000	  36.708	   3.07	   2.89	   3.75	   0.42	   0.47	   2.82
  1006808503	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	 40.0	-999.0	-999.000	  36.689	   4.00	   3.22	   3.09	   0.38	   0.54	   3.06
  1006808504	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	 60.0	-999.0	-999.000	  36.674	   3.20	   3.37	   3.63	   0.35	   0.89	   3.05
  1006808505	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	 80.0	-999.0	-999.000	  36.621	   2.96	   3.25	   3.51	   0.44	   0.41	   2.80
  1006808506	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	100.0	-999.0	-999.000	  36.594	   2.80	   2.65	   2.54	   0.33	   0.53	   2.33
  1006808507	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	120.0	-999.0	-999.000	  36.626	   0.40	   0.39	   0.49	   0.37	   0.41	   0.06
  1006808508	  19940517	  19940517	  1994.376	  -999.000	    -999	    -999	  31.862	  -999.000	  64.013	  -999.000	  2	140.0	-999.0	-999.000	  36.595	   0.71	   0.62	   0.84	   0.52	   0.60	   0.20
  1006908101	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	  1.0	-999.0	-999.000	  36.341	   3.16	-999.00	   4.12	   0.45	   0.49	   3.19
  1006908102	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	 20.0	-999.0	-999.000	  36.622	   4.96	   3.60	   5.00	   0.50	   0.55	   4.02
  1006908103	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	 40.0	-999.0	-999.000	  36.664	   4.39	   4.76	   3.57	   0.53	   0.38	   3.71
  1006908104	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	 60.0	-999.0	-999.000	  36.623	   3.74	   3.09	   3.81	   0.51	   0.43	   3.04
  1006908105	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	 80.0	-999.0	-999.000	  36.598	   2.47	   3.53	   3.43	   0.43	   0.50	   2.71
  1006908106	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	100.0	-999.0	-999.000	  36.607	   1.97	   2.01	   1.86	   0.38	   0.45	   1.57
  1006908107	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	120.0	-999.0	-999.000	  36.583	   0.87	   0.73	   0.70	   0.34	   0.39	   0.43
  1006908108	  19940614	  19940614	  1994.453	  -999.000	    -999	    -999	  31.738	  -999.000	  64.055	  -999.000	  2	140.0	-999.0	-999.000	  36.584	   0.35	   0.33	   0.37	   0.29	   0.40	   0.06
  1007008101	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	  1.0	-999.0	-999.000	  36.487	   4.12	   3.64	   3.91	   0.50	   0.37	   3.39
  1007008102	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	 20.0	-999.0	-999.000	  36.529	   4.76	   4.62	   3.61	   0.52	   0.35	   3.81
  1007008103	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	 40.0	-999.0	-999.000	  36.583	   5.02	   4.35	   6.30	   0.47	   0.33	   4.75
  1007008104	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	 60.0	-999.0	-999.000	  36.590	   3.70	   3.78	   4.22	   0.38	   0.62	   3.52
  1007008105	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	 80.0	-999.0	-999.000	  36.585	   2.21	   2.18	   2.43	   0.47	   0.34	   1.80
  1007008106	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	100.0	-999.0	-999.000	  36.586	   2.69	   2.46	   2.32	   0.45	   0.58	   2.04
  1007008107	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	120.0	-999.0	-999.000	  36.578	   0.72	   0.67	   0.66	   0.34	   0.33	   0.34
  1007008108	  19940719	  19940719	  1994.548	  -999.000	    -999	    -999	  31.661	  -999.000	  64.169	  -999.000	  2	140.0	-999.0	-999.000	  36.585	   0.34	   0.30	   0.37	   0.34	   0.34	  -0.00
  1007108101	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	  1.0	-999.0	-999.000	  36.554	   4.35	   4.40	   4.10	   0.68	   0.34	   3.60
  1007108102	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	 20.0	-999.0	-999.000	  36.513	   4.46	   4.00	   3.86	   0.52	   0.47	   3.59
  1007108103	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	 40.0	-999.0	-999.000	  36.652	   4.79	   5.31	   4.56	   0.50	   0.32	   4.39
  1007108104	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	 60.0	-999.0	-999.000	  36.609	   4.46	   3.45	   3.16	   0.42	   0.51	   3.27
  1007108105	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	 80.0	-999.0	-999.000	  36.663	   3.53	   3.09	   3.70	   0.44	   0.60	   3.00
  1007108106	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	100.0	-999.0	-999.000	  36.593	   2.48	   2.43	   2.58	   0.37	   0.44	   2.13
  1007108107	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	120.0	-999.0	-999.000	  36.578	   1.12	   1.20	   1.21	   0.30	   1.05	   0.88
  1007108108	  19940816	  19940816	  1994.625	  -999.000	    -999	    -999	  31.689	  -999.000	  64.167	  -999.000	  2	140.0	-999.0	-999.000	  36.586	   0.64	   0.86	   0.61	   0.32	   0.42	   0.38
  1007208101	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	  1.0	-999.0	-999.000	  36.358	   2.09	   2.73	   3.15	   0.49	   0.36	   2.17
  1007208102	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	 20.0	-999.0	-999.000	  36.360	   3.14	   3.39	   3.89	   0.46	   0.46	   3.01
  1007208103	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	 40.0	-999.0	-999.000	  36.391	   1.48	   1.68	   1.74	   0.32	   0.66	   1.31
  1007208104	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	 60.0	-999.0	-999.000	  36.544	   3.34	   3.64	   3.16	   0.52	   0.58	   2.86
  1007208105	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	 80.0	-999.0	-999.000	  36.654	   2.41	   2.60	   2.42	   0.38	   0.47	   2.10
  1007208106	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	100.0	-999.0	-999.000	  36.649	   1.42	   1.26	   1.23	   0.31	   0.58	   0.99
  1007208107	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	120.0	-999.0	-999.000	  36.630	   0.93	   0.95	   0.90	   0.54	   0.69	   0.39
  1007208108	  19940920	  19940920	  1994.721	  -999.000	    -999	    -999	  31.666	  -999.000	  64.166	  -999.000	  2	140.0	-999.0	-999.000	  36.609	   0.39	   0.37	   0.39	   0.31	   0.64	   0.07
  1007308101	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	  1.0	-999.0	-999.000	  36.550	  12.33	  11.38	  14.85	   0.61	-999.00	  12.24
  1007308102	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	 20.0	-999.0	-999.000	  36.544	   9.46	   9.62	  10.37	   0.56	   0.39	   9.26
  1007308103	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	 40.0	-999.0	-999.000	  36.550	   5.89	   7.36	   7.55	   0.50	   0.57	   6.43
  1007308104	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	 60.0	-999.0	-999.000	  36.550	   2.63	   2.83	   2.73	   0.48	   0.46	   2.25
  1007308105	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	 80.0	-999.0	-999.000	  36.663	   1.04	   1.11	   0.85	   0.45	   0.62	   0.55
  1007308106	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	100.0	-999.0	-999.000	  36.640	   0.55	   0.63	   0.52	   0.46	   0.46	   0.11
  1007308107	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	120.0	-999.0	-999.000	  36.616	   0.38	   0.43	   0.46	   0.32	   0.37	   0.10
  1007308108	  19941019	  19941019	  1994.801	  -999.000	    -999	    -999	  31.651	  -999.000	  64.163	  -999.000	  2	140.0	-999.0	-999.000	  36.601	   0.32	   0.32	   0.30	   0.30	   0.63	   0.01
  1007408101	  19941115	  19941115	  1994.875	  -999.000	    -999	    -999	  31.686	  -999.000	  64.169	  -999.000	  2	  1.0	-999.0	-999.000	  36.658	   4.56	   4.92	   5.11	   0.28	   0.37	   4.58
  1007408102	  19941115	  19941115	  1994.875	  -999.000	    -999	    -999	  31.686	  -999.000	  64.169	  -999.000	  2	 20.0	-999.0	-999.000	  36.657	   4.68	   4.72	   4.87	   0.50	   0.27	   4.26
  1007408103	  19941115	  19941115	  1994.875	  -999.000	    -999	    -999	  31.686	  -999.000	  64.169	  -999.000	  2	 40.0	-999.0	-999.000	  36.660	   1.14	   1.22	   1.59	   0.31	   0.50	   1.01
  1007408104	  19941115	  19941115	  1994.875	  -999.000	    -999	    -999	  31.686	  -999.000	  64.169	  -999.000	  2	 60.0	-999.0	-999.000	  36.655	   1.62	   1.63	   1.41	   0.39	   0.20	   1.16
  1007408105	  19941115	  19941115	  1994.875	  -999.000	    -999	    -999	  31.686	  -999.000	  64.169	  -999.000	  2	 80.0	-999.0	-999.000	  36.656	   0.71	   0.71	   0.68	   0.36	   0.53	   0.34
  1007408106	  19941115	  19941115	  1994.875	  -999.000	    -999	    -999	  31.686	  -999.000	  64.169	  -999.000	  2	100.0	-999.0	-999.000	  36.633	   0.48	   0.57	   0.50	   0.40	   0.35	   0.12
